datetime,clientid,minute,country_code,sourcemedium,internal_event,device_category,hour,channel,carrier,wifi,operator,external_event
2020-03-22 18:53:03,4921173004-89437685448172A27982617515845L91K874342,53,CO,Facebook Ads,install,phone,18,Facebook,Virgin Mobile,True,Virgin Mobile,DD
2020-03-22 19:22:18,4922316159-00826692A27982617515845L91K,22,CO,organic,install,phone,19,,,True,,Y
2020-03-22 19:22:18,4922933834-90086159611922A27982617515845L91K100514,22,CO,organic,install,phone,19,,ETB 4G,True,ETB 4G,Y
2020-03-22 19:22:21,4922935718-82751956591312A27982617515845L91K719045,22,CO,organic,install,phone,19,,Claro,True,Claro,Y
2020-03-22 19:22:22,4922905109-27499148816702A27982617515845L91K089705,22,CO,organic,install,phone,19,,virgin,True,Movistar,Y
2020-03-22 19:22:22,4922851231-37085312A27982617515845L91K,22,CO,organic,install,phone,19,,,True,,Y
2020-03-22 19:22:22,4922927548-85620162766252A27982617515845L91K408617,22,CO,Facebook Ads,install,phone,19,Facebook,Claro,True,Claro,Y
2020-03-22 19:22:22,4922937031-89643370320312A27982617515845L91K157700,22,CO,organic,install,phone,19,,TIGO,False,TIGO,Y
2020-03-22 19:22:23,8920777719-26895442A27982617515285L91K,22,CO,branch_int,install,phone,19,Otro,,True,,Y
2020-03-22 19:22:23,4922930695-64194586749732A27982617515845L91K15803,22,CO,Facebook Ads,install,phone,19,Facebook,TIGO,True,TIGO,Y
2020-03-22 19:22:23,4922935102-83105283423922A27982617515845L91K682329,22,CO,Facebook Ads,install,phone,19,Facebook,TIGO,False,TIGO,Y
2020-03-22 19:22:24,4922937101-62061879027252A27982617515845L91K621128,22,CO,organic,install,phone,19,,Claro,True,Claro,Y
2020-03-22 19:22:24,4922935096-86924321347182A27982617515845L91K294169,22,CO,organic,install,phone,19,,Movistar,True,Movistar,Y
2020-03-22 19:22:24,4922927849-30740420248502A27982617515845L91K854825,22,CO,organic,install,phone,19,,TIGO,False,TIGO,Y
2020-03-22 19:22:25,4922885852-88484882A27982617515845L91K,22,CO,branch_int,install,phone,19,,,False,,Y
2020-03-22 19:22:25,4921235496-24707462A27982617515845L91K,22,CO,Apple Search Ads,install,phone,19,,,True,,Y
2020-03-22 19:22:26,4922942765-62381701558602A27982617515845L91K740970,22,CO,organic,install,phone,19,,TIGO,True,TIGO,Y
2020-03-22 19:22:26,4407159790-32333502A27982617515845L91K,22,CO,googleadwords_int,install,phone,19,UAC_Display,,False,,Y
2020-03-22 19:22:26,4922941678-20651246911922A27982617515845L91K915968,22,CO,organic,install,phone,19,,TIGO 4G,True,TIGO,Y
2020-03-22 19:22:27,4922942988-64146912348572A27982617515845L91K561914,22,CO,organic,install,phone,19,,Claro,False,Claro,Y
2020-03-22 19:22:27,4922708794-15610142A27982617515845L91K,22,CO,organic,install,phone,19,,,True,,Y
2020-03-22 19:22:30,4922946630-64220420914532A27982617515845L91K817848,22,CO,branch_int,install,phone,19,,TIGO,True,TIGO,Y
2020-03-22 19:22:30,4922941250-50004812818142A27982617515845L91K641171,22,CO,Facebook Ads,install,phone,19,Facebook,Claro,False,Claro,Y
2020-03-22 19:22:31,4922946745-59872496312092A27982617515845L91K572725,22,CO,organic,install,phone,19,,Claro,True,Claro,Y
2020-03-22 19:22:31,4922436840-92846462A27982617515845L91K,22,CO,branch_int,install,phone,19,,,True,,Y
2020-03-22 19:22:31,4922940455-26138347494892A27982617515845L91K961711,22,CO,organic,install,tablet,19,,Claro,False,Claro,Y
2020-03-22 20:05:47,5469850708-76332393353752A27982617515655L91K038352,5,CO,organic,install,phone,20,,Claro,False,Claro,AA
2020-03-22 20:05:48,4925521705-86812331757202A27982617515845L91K328518,5,CO,branch_int,install,phone,20,,Claro,True,Claro,AA
2020-03-22 20:05:49,4925545440-89303207720302A27982617515845L91K653667,5,CO,Facebook Ads,install,phone,20,Instagram,Claro,True,Claro,AA
2020-03-22 20:05:50,4925543645-26723840199522A27982617515845L91K722073,5,CO,organic,install,phone,20,,Claro,True,Claro,AA
2020-03-22 20:05:51,4925652388-18127059997162A27982617515845L91K939398,5,CO,Facebook Ads,install,phone,20,Facebook,Movistar,True,Movistar,AA
2020-03-22 20:05:52,4925546674-41417078769932A27982617515845L91K059640,5,CO,googleadwords_int,install,phone,20,Search,Claro,True,Claro,AA
2020-03-22 20:05:54,4925543899-16649945423652A27982617515845L91K154020,5,CO,Facebook Ads,install,phone,20,Facebook,TIGO,True,TIGO,AA
2020-03-22 20:05:57,4925552898-23831125231812A27982617515845L91K42000,5,CO,organic,install,phone,20,,,True,Claro,AA
2020-03-22 20:05:57,4925552686-69430342694712A27982617515845L91K742705,5,CO,organic,install,phone,20,,Quedate en Casa,True,Claro,AA
2020-03-22 20:05:59,4925522425-50911040142772A27982617515845L91K24341,5,CO,Facebook Ads,install,phone,20,Facebook,Movistar,True,Movistar,AA
2020-03-22 20:05:59,4925560924-49790540068222A27982617515845L91K68478,5,CO,organic,install,phone,20,,Claro,True,Claro,AA
2020-03-22 20:06:01,4923484436-31540852A27982617515845L91K,6,CO,organic,FIRST_ORDER_PLACED_CONFIRMED_BACK,,20,,,False,,AA
2020-03-22 20:06:02,4925558729-50657585569472A27982617515845L91K325898,6,CO,organic,install,phone,20,,Claro,True,Claro,AA
2020-03-22 20:13:59,4926027773-12221318068612A27982617515845L91K790425,13,CO,Facebook Ads,install,phone,20,Instagram,Claro,True,Claro,CC
2020-03-22 20:14:00,4926029828-33128852559682A27982617515845L91K479916,14,CO,organic,install,phone,20,,Claro,True,Claro,CC
2020-03-22 20:14:02,4926035187-26593671731652A27982617515845L91K410141,14,CO,organic,install,phone,20,,Claro,True,Claro,CC
2020-03-22 20:14:03,4925979293-50135036157642A27982617515845L91K314815,14,CO,organic,install,phone,20,,Claro,True,Claro,CC
2020-03-22 20:14:05,4926038561-67699302433982A27982617515845L91K611904,14,CO,organic,install,phone,20,,,True,Claro,CC
2020-03-22 20:14:07,4926043986-14274804685722A27982617515845L91K933648,14,CO,organic,install,phone,20,,Avantel,False,Avantel 4G LTE,CC
2020-03-22 20:14:07,4924079377-24300442A27982617515845L91K,14,CO,organic,install,phone,20,,,False,,CC
2020-03-22 20:14:08,4925843478-72617162A27982617515845L91K,14,CO,organic,install,phone,20,,,False,,CC
2020-03-22 20:14:08,4926038692-27347542551512A27982617515845L91K497074,14,CO,organic,install,phone,20,,TIGO,True,TIGO,CC
2020-03-22 20:14:10,4926047540-61041817390312A27982617515845L91K488225,14,CO,organic,install,phone,20,,TIGO,True,TIGO,CC
2020-03-22 20:14:10,4926036993-60976828043952A27982617515845L91K059865,14,CO,organic,install,phone,20,,Movistar,True,Movistar,CC
2020-03-22 20:14:11,4926020203-10714120518752A27982617515845L91K893531,14,CO,organic,install,phone,20,,Flash Mobile,True,Flash Mobile,CC
2020-03-22 20:14:11,4926047375-68891275398232A27982617515845L91K157300,14,CO,organic,install,phone,20,,Claro,True,Claro,CC
2020-03-22 20:14:12,4926041880-50774056136592A27982617515845L91K432779,14,CO,organic,install,phone,20,,TIGO,True,TIGO,CC
2020-03-22 20:14:13,4926049367-72309481084122A27982617515845L91K166147,14,CO,organic,install,phone,20,,Claro,True,Claro,CC
2020-03-22 20:14:13,4926041043-67880004816072A27982617515845L91K957444,14,CO,organic,install,phone,20,,Movistar,False,Movistar,CC
2020-03-22 20:14:14,4926050325-39193808034932A27982617515845L91K633462,14,CO,organic,install,phone,20,,Claro,True,Claro,CC
2020-03-22 20:50:38,4926410435-63755902A27982617515845L91K,50,CO,organic,install,phone,20,,,True,,BB
2020-03-22 20:50:39,0433328496-43787032A27982617515505L91K,50,CO,organic,FIRST_ORDER_PLACED_CONFIRMED_BACK,,20,,,False,,BB
2020-03-22 20:50:41,4928194946-18750493432392A27982617515845L91K900688,50,CO,Facebook Ads,install,phone,20,Facebook,Avantel 4G LTE,True,Avantel 4G LTE,BB
2020-03-22 20:50:43,4928234060-87007645667062A27982617515845L91K277755,50,CO,organic,install,phone,20,,Claro,True,Claro,BB
2020-03-22 20:50:43,4928212911-72745766975292A27982617515845L91K086675,50,CO,organic,install,phone,20,,Claro,True,Claro,BB
2020-03-22 20:50:44,4928236639-20657784631572A27982617515845L91K699628,50,CO,organic,install,phone,20,,Avantel 4G LTE,True,Avantel 4G LTE,BB
2020-03-22 20:50:47,4916511490-51872152A27982617515845L91K,50,CO,googleadwords_int,install,phone,20,UAC_Video,,False,,BB
2020-03-22 20:50:47,4928244149-43320202512272A27982617515845L91K084225,50,CO,Facebook Ads,install,phone,20,Facebook,Claro,True,Claro,BB
2020-03-22 20:50:48,4928282268-27566518776902A27982617515845L91K593792,50,CO,organic,install,phone,20,,Virgin Mobile,True,Virgin Mobile,BB
2020-03-22 20:50:48,0025758682-47877912A27982617515605L91K,50,CO,Facebook Ads,install,phone,20,Facebook,,True,,BB
2020-03-22 20:50:48,4928242483-48656741553312A27982617515845L91K776431,50,CO,Facebook Ads,install,phone,20,Messenger,TIGO,True,TIGO,BB
2020-03-22 20:50:49,4928252319-55998036633432A27982617515845L91K121174,50,CO,Facebook Ads,install,phone,20,Facebook,Avantel 4G LTE,False,Avantel 4G LTE,BB
2020-03-22 20:50:51,4921838161-69747617266432A27982617515845L91K575944,50,CO,organic,FIRST_ORDER_PLACED_CONFIRMED_BACK,,20,,,False,,BB
2020-03-22 20:50:52,4928242817-32535046759432A27982617515845L91K269595,50,CO,organic,install,phone,20,,Claro,True,Claro,BB
2020-03-22 20:50:53,4928228990-30085409787292A27982617515845L91K734848,50,CO,organic,install,phone,20,,Claro,True,Claro,BB
2020-03-22 20:51:30,4928284693-76519474654482A27982617515845L91K816893,51,CO,organic,install,phone,20,,Movistar,True,Movistar,A
2020-03-22 20:51:30,4928278355-10995711350602A27982617515845L91K767601,51,CO,organic,install,phone,20,,,True,,A
2020-03-22 20:51:37,4928287871-18371427286412A27982617515845L91K339509,51,CO,Facebook Ads,install,phone,20,Facebook,Movistar,False,Movistar,A
2020-03-22 20:51:37,4927573094-53583432A27982617515845L91K,51,CO,googleadwords_int,install,phone,20,UAC_Video,,True,,A
2020-03-22 20:51:37,4926106359-80138012A27982617515845L91K,51,CO,organic,install,phone,20,,,True,,A
2020-03-22 20:51:39,4928294368-38362483775072A27982617515845L91K108819,51,CO,Facebook Ads,install,phone,20,Facebook,TIGO,False,TIGO,A
2020-03-22 20:51:39,4928296365-81992593314572A27982617515845L91K073646,51,CO,Facebook Ads,install,phone,20,Instagram,TIGO,True,TIGO,A
2020-03-22 20:51:42,4928297813-41305546053092A27982617515845L91K914358,51,CO,Facebook Ads,install,phone,20,Facebook,TIGO,False,TIGO,A
2020-03-22 20:51:43,4928291713-89086871927442A27982617515845L91K228823,51,CO,Facebook Ads,install,phone,20,Instagram,Movistar,True,Movistar,A
2020-03-22 20:51:47,4928335383-18206698834672A27982617515845L91K274958,51,CO,organic,install,phone,20,,TIGO,True,TIGO,AA
2020-03-22 20:51:47,6908942526-78002172A27982617515765L91K,51,CO,googleadwords_int,install,phone,20,UAC_Video,,True,,AA
2020-03-22 20:51:49,4928301526-15019771948332A27982617515845L91K568294,51,CO,organic,install,phone,20,,TIGO 4G,True,TIGO,AA
2020-03-22 20:51:49,4928291534-19183236222582A27982617515845L91K32914,51,CO,organic,install,phone,20,,Claro,True,Claro,AA
2020-03-22 20:51:52,4928281340-72410895493342A27982617515845L91K965428,51,CO,organic,install,phone,20,,,True,Movistar,AA
2020-03-22 20:51:53,4926550464-80864282A27982617515845L91K,51,CO,branch_int,install,phone,20,,,True,,AA
2020-03-22 20:51:56,4928312862-67763657239742A27982617515845L91K318844,51,CO,Facebook Ads,install,phone,20,Facebook,Claro,True,Claro,AA
2020-03-22 20:51:58,4928216542-44591472A27982617515845L91K,51,CO,organic,install,phone,20,,,True,,AA
2020-03-22 21:05:11,4929099674-43397648261692A27982617515845L91K344461,5,CO,googleadwords_int,install,phone,21,Search,Claro,True,Claro,Z
2020-03-22 21:05:12,4927161413-56650189534452A27982617515845L91K993051,5,CO,organic,FIRST_ORDER_PLACED_CONFIRMED_BACK,,21,,,False,,Z
2020-03-22 21:05:14,4929107527-60529997924302A27982617515845L91K099364,5,CO,branch_int,install,phone,21,Otro,Avantel 4G LTE,True,Avantel 4G LTE,Z
2020-03-22 21:05:25,4929114244-75046710591632A27982617515845L91K973973,5,CO,organic,install,phone,21,,Claro,True,Claro,Z
2020-03-22 21:08:51,4929303838-74779776326122A27982617515845L91K454442,8,CO,organic,install,phone,21,,Claro,True,Claro,B
2020-03-22 21:08:52,4929320757-33297267170762A27982617515845L91K829913,8,CO,Facebook Ads,install,phone,21,Facebook,Movistar,False,Movistar,B
2020-03-22 21:08:56,4928590310-55218842A27982617515845L91K,8,CO,Facebook Ads,install,phone,21,Facebook,,True,,B
2020-03-22 21:08:59,4929336083-11335772224702A27982617515845L91K237036,8,CO,Facebook Ads,install,phone,21,Instagram,Movistar,True,Movistar,B
2020-03-22 21:09:01,4929331519-93674620041132A27982617515845L91K63184,9,CO,organic,install,phone,21,,Claro,False,Claro,B
2020-03-22 21:09:02,2580176796-92041132A27982617515825L91K,9,CO,organic,install,phone,21,,,True,,B
2020-03-22 21:09:04,4929240647-28512159939432A27982617515845L91K950624,9,CO,Facebook Ads,install,phone,21,Facebook,Claro,False,Claro,B
2020-03-22 21:36:13,4930963187-26855769395352A27982617515845L91K414392,36,CO,organic,install,phone,21,,Claro,True,Claro,Z
2020-03-22 21:36:16,4930710357-82856898802552A27982617515845L91K343799,36,CO,organic,install,phone,21,,Movistar,True,Movistar,Z
2020-03-22 21:36:18,4930973113-39733647211812A27982617515845L91K436421,36,CO,Facebook Ads,install,phone,21,Facebook,TIGO,True,TIGO,Z
2020-03-22 21:36:20,4930978901-31107147993812A27982617515845L91K084290,36,CO,Facebook Ads,install,phone,21,Instagram,Claro,True,Claro,Z
2020-03-22 21:36:22,4930978439-13726491006942A27982617515845L91K694951,36,CO,branch_int,install,phone,21,,Movistar,True,Movistar,Z
2020-03-22 21:36:24,4925129855-61793622A27982617515845L91K,36,CO,organic,install,phone,21,,,True,,Z
2020-03-22 21:44:05,4918249527-48868609507112A27982617515845L91K934021,44,CO,organic,install,phone,21,,Claro,True,Claro,F
2020-03-22 21:44:09,4931305311-53814717039772A27982617515845L91K061053,44,CO,organic,FIRST_ORDER_PLACED_CONFIRMED_BACK,,21,,,False,,F
2020-03-22 21:44:09,4931439008-10903127212912A27982617515845L91K862466,44,CO,Facebook Ads,install,phone,21,Instagram,Claro,True,Claro,F
2020-03-22 21:44:10,4931442481-46080738770992A27982617515845L91K004401,44,CO,googleadwords_int,install,phone,21,Search,Avantel,False,Avantel 4G LTE,F
2020-03-22 21:44:11,4905800443-25483422A27982617515845L91K,44,CO,organic,install,phone,21,,,True,,F
2020-03-22 21:44:13,9118352400-29809372A27982617515695L91K,44,CO,kwanko1_int,FIRST_ORDER_PLACED_CONFIRMED_BACK,,21,,,False,,F
2020-03-22 21:50:32,4931826226-10122208255862A27982617515845L91K705720,50,CO,organic,install,phone,21,,Claro,True,Claro,A
2020-03-22 21:50:32,4931823770-40931725986722A27982617515845L91K620390,50,CO,organic,install,phone,21,,Claro,True,Claro,A
2020-03-22 21:50:32,4931822840-43775631430192A27982617515845L91K059009,50,CO,branch_int,install,phone,21,,TIGO,True,TIGO,A
2020-03-22 21:50:37,4931833332-83200120185032A27982617515845L91K38948,50,CO,Facebook Ads,install,phone,21,Facebook,Claro,True,Claro,A
2020-03-22 21:50:38,9800688846-75608481655822A27982617515795L91K961378,50,CO,organic,install,phone,21,,Claro,True,Claro,A
2020-03-22 21:50:39,4931835150-81093810036532A27982617515845L91K475080,50,CO,organic,install,phone,21,,Movistar,True,Movistar,A
2020-03-22 21:50:43,4931838100-22750340479892A27982617515845L91K532848,50,CO,organic,install,phone,21,,Claro,True,Claro,A
2020-03-22 21:50:44,4931836259-75562634798322A27982617515845L91K82322,50,CO,organic,install,phone,21,,Movistar,False,Movistar,A
2020-03-22 22:36:41,4810740628-94618312A27982617515845L91K,36,CO,organic,install,phone,22,,,True,,Y
2020-03-22 22:36:44,4934593979-51524022681002A27982617515845L91K047475,36,CO,Facebook Ads,install,phone,22,Instagram,Claro,True,Claro,Y
2020-03-22 22:36:45,4933798060-91202606564792A27982617515845L91K687799,36,CO,organic,FIRST_ORDER_PLACED_CONFIRMED_BACK,,22,,,False,,Y
2020-03-22 22:36:50,4934590336-78760893728412A27982617515845L91K917436,36,CO,organic,install,phone,22,,Movistar,True,Movistar,Y
2020-03-22 22:54:12,4935642417-18549268201322A27982617515845L91K181635,54,CO,organic,install,phone,22,,Movistar,True,Movistar,Z
2020-03-22 22:54:13,4934063540-72227087370342A27982617515845L91K988520,54,CO,organic,FIRST_ORDER_PLACED_CONFIRMED_BACK,,22,,,False,,Z
2020-03-22 22:54:15,4935642152-80584877263002A27982617515845L91K758194,54,CO,organic,install,phone,22,,ETB 4G,False,ETB 4G,Z
2020-03-22 22:54:16,4935647879-72122156258232A27982617515845L91K2423,54,CO,organic,install,phone,22,,,True,Avantel 4G LTE,Z
2020-03-22 22:54:16,4935647724-78917052107732A27982617515845L91K042022,54,CO,organic,install,phone,22,,Claro,True,Claro,Z
2020-03-22 22:54:22,4935650458-30705947287112A27982617515845L91K052715,54,CO,Facebook Ads,install,phone,22,Instagram,Avantel 4G LTE,True,Avantel 4G LTE,Z
2020-03-22 22:54:26,4935659197-69803898489982A27982617515845L91K846072,54,CO,organic,install,phone,22,,,True,Avantel 4G LTE,Z
2020-03-22 22:57:38,4935851525-81284407974732A27982617515845L91K264029,57,CO,organic,install,phone,22,,Movistar,True,Movistar,Y
2020-03-22 22:57:44,4935825164-49292331385832A27982617515845L91K428417,57,CO,organic,install,phone,22,,Claro,True,Claro,Y
2020-03-22 23:00:41,4936029338-39227474775262A27982617515845L91K652178,0,CO,organic,install,phone,23,,TIGO 4G,True,TIGO,DD
2020-03-22 23:00:42,4836362714-35396872A27982617515845L91K,0,CO,Facebook Ads,install,phone,23,Facebook,,True,,DD
2020-03-22 23:00:44,4936037228-79499050646762A27982617515845L91K525029,0,CO,organic,install,phone,23,,TIGO,True,TIGO,DD
2020-03-22 23:00:44,4936040212-35000547256592A27982617515845L91K914926,0,CO,organic,install,phone,23,,movistar,False,Movistar,DD
2020-03-22 23:00:47,4935714382-07047002A27982617515845L91K,0,CO,organic,install,phone,23,,,False,,DD
2020-03-22 23:00:49,4936040103-88834919295542A27982617515845L91K32576,0,CO,organic,install,phone,23,,Movistar,True,Movistar,DD
2020-03-22 23:00:50,4936045102-27332439709112A27982617515845L91K756490,0,CO,organic,install,phone,23,,Claro,True,Claro,DD
2020-03-22 23:00:52,4936047458-92388753549452A27982617515845L91K27793,0,CO,Facebook Ads,install,phone,23,Facebook,Movistar,True,Movistar,DD
2020-03-22 23:31:26,4937880698-40287603847322A27982617515845L91K676705,31,CO,organic,install,phone,23,,Claro,True,Claro,BB
2020-03-22 23:31:26,4937874902-37842807343112A27982617515845L91K447923,31,CO,organic,install,phone,23,,Movistar,True,Movistar,BB
2020-03-22 23:31:33,4937747836-53328892A27982617515845L91K,31,CO,googleadwords_int,install,phone,23,UAC_Video,,True,,BB
2020-03-22 23:55:47,4939335002-24601748352432A27982617515845L91K420969,55,CO,organic,install,phone,23,,Movistar,True,Movistar,CC
2020-03-22 23:55:54,4939339712-79255875515762A27982617515845L91K31121,55,CO,organic,install,phone,23,,TIGO,True,TIGO,CC
2020-03-22 23:55:55,4939352184-23339214747522A27982617515845L91K415970,55,CO,organic,install,phone,23,,Claro,True,Claro,CC
2020-03-22 23:55:59,3881833073-45725402A27982617515835L91K,55,CO,Facebook Ads,install,phone,23,Facebook,,True,,CC
2020-03-23 14:07:30,4990446638-75172675421802A27982617515845L91K413280,7,CO,organic,install,phone,14,,Claro,True,Claro,BB
2020-03-23 14:07:32,4990449409-58842216995692A27982617515845L91K789604,7,CO,organic,install,phone,14,,Virgin Mobile,True,Virgin Mobile,BB
2020-03-23 14:07:33,4904420851-64605565388592A27982617515845L91K958561,7,CO,organic,FIRST_ORDER_PLACED_CONFIRMED_BACK,,14,,,False,,BB
2020-03-23 14:07:34,4990440984-72953906568982A27982617515845L91K84775,7,CO,organic,install,phone,14,,"""#quedateencasa""",False,TIGO,BB
2020-03-23 14:07:37,4990443528-60673733739692A27982617515845L91K872095,7,CO,organic,install,phone,14,,Movistar,True,Movistar,BB
2020-03-23 14:07:37,4990453706-61431833117382A27982617515845L91K026262,7,CO,Facebook Ads,install,phone,14,Facebook,Virgin Mobile,True,Virgin Mobile,BB
2020-03-23 14:07:38,4990123464-33891872A27982617515845L91K,7,CO,Facebook Ads,install,phone,14,Instagram,,True,,BB
2020-03-23 14:07:38,4990450773-95829637195272A27982617515845L91K09689,7,CO,Facebook Ads,install,phone,14,Instagram,TIGO,True,TIGO,BB
2020-03-23 14:07:41,4990457484-51173971734832A27982617515845L91K458542,7,CO,Facebook Ads,install,phone,14,Facebook,"""#quedateencasa""",True,TIGO,BB
2020-03-23 14:07:42,4990454401-72002917130262A27982617515845L91K345871,7,CO,branch_int,install,phone,14,,Claro,False,Claro,BB
2020-03-23 14:07:44,4990461161-16165591930772A27982617515845L91K807164,7,CO,Facebook Ads,install,phone,14,Instagram,Claro,False,Claro,BB
2020-03-23 14:07:44,4990242923-31475042A27982617515845L91K,7,CO,organic,install,phone,14,,,True,,BB
2020-03-23 14:49:30,4992953388-56950024795602A27982617515845L91K088843,49,CO,organic,install,phone,14,,Movistar,False,Movistar,B
2020-03-23 14:49:30,4992922840-61091580656932A27982617515845L91K656022,49,CO,organic,install,phone,14,,Movil Exito,True,Movil Exito,B
2020-03-23 14:49:31,4992370030-73410442A27982617515845L91K,49,CO,organic,install,phone,14,,,True,,B
2020-03-23 14:49:32,4992954552-43460922060972A27982617515845L91K421829,49,CO,branch_int,install,phone,14,,Claro,True,Claro,B
2020-03-23 14:49:33,4992966054-76579776274442A27982617515845L91K588869,49,CO,organic,install,phone,14,,Virgin Mobile,False,Virgin Mobile,B
2020-03-23 14:49:35,4992966139-38029623718562A27982617515845L91K013514,49,CO,googleadwords_int,install,phone,14,Search,Claro,True,Claro,B
2020-03-23 14:49:35,4992017539-83202392A27982617515845L91K,49,CO,googleadwords_int,FIRST_ORDER_PLACED_CONFIRMED_BACK,,14,UAC_Display,,False,,B
2020-03-23 14:49:35,4992971270-34648444427102A27982617515845L91K652140,49,CO,organic,install,phone,14,,Avantel 4G LTE,True,Avantel 4G LTE,B
2020-03-23 14:49:36,4992967419-20697031449162A27982617515845L91K317872,49,CO,Facebook Ads,install,phone,14,Facebook,TIGO,True,TIGO,B
2020-03-23 14:49:37,4232882438-86747592A27982617515845L91K,49,CO,googleadwords_int,install,phone,14,UAC_Display,,False,,B
2020-03-23 14:49:38,4992974106-40840452133552A27982617515845L91K246580,49,CO,organic,install,phone,14,,Claro,True,Claro,B
2020-03-23 14:49:42,4916224662-56227372A27982617515845L91K,49,CO,organic,install,phone,14,,,True,,B
2020-03-23 14:49:42,4992980594-53095565417402A27982617515845L91K339724,49,CO,organic,install,phone,14,,Avantel 4G LTE,True,Avantel 4G LTE,B
2020-03-23 14:49:43,4923692963-74957642A27982617515845L91K,49,CO,Facebook Ads,install,phone,14,Instagram,,True,,B
2020-03-23 14:49:43,4992980121-16081360913022A27982617515845L91K740150,49,CO,Facebook Ads,install,phone,14,Facebook,Claro,True,Claro,B
2020-03-23 15:46:38,4996398517-62819058854652A27982617515845L91K202149,46,CO,Facebook Ads,install,phone,15,Instagram,Claro,True,Claro,DD
2020-03-23 15:46:38,4996389047-25696216719982A27982617515845L91K088208,46,CO,organic,install,phone,15,,Movistar,True,Movistar,DD
2020-03-23 15:46:38,4996389994-41667285736742A27982617515845L91K300749,46,CO,organic,install,phone,15,,Claro,True,Claro,DD
2020-03-23 15:46:40,4993783469-13447242927562A27982617515845L91K123398,46,CO,organic,FIRST_ORDER_PLACED_CONFIRMED_BACK,,15,,,False,,DD
2020-03-23 15:46:42,4996394370-50197525558132A27982617515845L91K509131,46,CO,organic,install,phone,15,,Claro,True,Claro,DD
2020-03-23 15:46:43,8522879315-54650852A27982617515785L91K,46,CO,organic,FIRST_ORDER_PLACED_CONFIRMED_BACK,,15,,,False,,DD
2020-03-23 15:46:44,4995602887-18115444759842A27982617515845L91K294247,46,CO,organic,FIRST_ORDER_PLACED_CONFIRMED_BACK,,15,,,False,,DD
2020-03-23 15:46:44,4996202540-41743252A27982617515845L91K,46,CO,organic,install,tablet,15,,,True,,DD
2020-03-23 15:46:45,4995815748-99324362A27982617515845L91K,46,CO,organic,install,phone,15,,,True,,DD
2020-03-23 15:46:45,4996403037-46011196566102A27982617515845L91K48078,46,CO,organic,install,phone,15,,Claro,True,Claro,DD
2020-03-23 15:46:45,4996398373-49293829448132A27982617515845L91K044240,46,CO,organic,install,phone,15,,Claro,False,Claro,DD
2020-03-23 15:46:46,4996245324-37380742A27982617515845L91K,46,CO,branch_int,install,phone,15,,,True,,DD
2020-03-23 15:46:48,4996396188-52803710857852A27982617515845L91K194027,46,CO,organic,install,phone,15,,Movistar,True,Movistar,DD
2020-03-23 15:46:50,8766444363-26088170047152A27982617515685L91K817280,46,CO,organic,FIRST_ORDER_PLACED_CONFIRMED_BACK,,15,,,False,,DD
2020-03-23 15:46:50,4987732615-28612172A27982617515845L91K,46,CO,branch_int,install,phone,15,WhatsApp,,True,,DD
2020-03-23 15:46:51,4994932094-24564842A27982617515845L91K,46,CO,Facebook Ads,install,phone,15,Instagram,,True,,DD
2020-03-23 15:46:53,4996408228-81422707132142A27982617515845L91K176395,46,CO,branch_int,install,phone,15,,Movistar,False,Movistar,DD
2020-03-23 16:31:28,4999077912-70818247029942A27982617515845L91K939682,31,CO,organic,install,phone,16,,TIGO,True,TIGO,DD
2020-03-23 16:31:30,4999074550-57191124886152A27982617515845L91K068576,31,CO,organic,install,phone,16,,"""#quedateencasa""",True,TIGO,DD
2020-03-23 16:31:30,4998994397-18175208759342A27982617515845L91K785473,31,CO,Facebook Ads,install,phone,16,Instagram,TIGO,True,TIGO,DD
2020-03-23 16:31:31,4999086865-91312898572112A27982617515845L91K824271,31,CO,Facebook Ads,install,phone,16,Facebook,Avantel 4G LTE,False,Avantel 4G LTE,DD
2020-03-23 16:31:32,4999088328-84212020029412A27982617515845L91K270314,31,CO,Facebook Ads,install,phone,16,Messenger,Movistar,False,Movistar,DD
2020-03-23 16:31:33,4999083483-78287935471152A27982617515845L91K657948,31,CO,organic,install,phone,16,,movistar,True,Movistar,DD
2020-03-23 16:31:34,4999089060-26794900733182A27982617515845L91K833494,31,CO,Facebook Ads,install,phone,16,Instagram,Movistar,True,Movistar,DD
2020-03-23 16:31:35,4911010106-60984842A27982617515845L91K,31,CO,organic,install,phone,16,,,False,,DD
2020-03-23 16:31:36,4999085278-54973070535422A27982617515845L91K338876,31,CO,organic,install,phone,16,,Claro,True,Claro,DD
2020-03-23 16:31:37,4999087098-33709158029682A27982617515845L91K243048,31,CO,organic,install,phone,16,,Claro,True,Claro,DD
2020-03-23 16:31:37,4998632361-50380692A27982617515845L91K,31,CO,organic,install,phone,16,,,True,,DD
2020-03-23 16:31:40,4999095872-37843078722832A27982617515845L91K759734,31,CO,googleadwords_int,install,phone,16,Search,Claro,True,Claro,DD
2020-03-23 16:31:40,4999096481-64437496763402A27982617515845L91K677044,31,CO,organic,install,phone,16,,Claro,False,Claro,DD
2020-03-23 16:31:40,4999094476-65992724829472A27982617515845L91K102269,31,CO,organic,install,phone,16,,TIGO,True,TIGO,DD
2020-03-23 16:31:40,4999089692-64157187354702A27982617515845L91K960807,31,CO,organic,install,phone,16,,movistar,False,Movistar,DD
